Timestamp,Close,MACD,Signal,MACD_Histogram,RSI,Green_Peak,Red_Peak,MACD_Histogram_Delta
2023-12-12 22:02:35.457167,41277.59,0.0,0.0,0.0,,False,False,
2023-12-12 22:02:36.727914,41275.94,-0.13162393162201624,-0.02632478632440325,-0.105299145297613,,False,False,-0.105299145297613
2023-12-12 22:02:38.014167,41275.94,-0.23324810674967011,-0.06770945040945663,-0.16553865634021347,,False,False,-0.060239511042600474
2023-12-12 22:02:39.287107,41275.94,-0.31021008889365476,-0.11620957810629626,-0.1940005107873585,,False,False,-0.028461854447145024
2023-12-12 22:02:40.568491,41275.94,-0.36697278044448467,-0.16636221857393396,-0.2006105618705507,,False,False,-0.006610051083192209
2023-12-12 22:02:41.849000,41275.93,-0.4080606694915332,-0.21470190875745382,-0.19335876073407937,,False,True,0.007251801136471336
2023-12-12 22:02:43.128521,41272.01,-0.7483083242186694,-0.3214231918496969,-0.4268851323689725,,True,False,-0.23352637163489315
2023-12-12 22:02:44.849779,41272.01,-1.0063563919029548,-0.45840983186034856,-0.5479465600426062,0.0,False,False,-0.1210614276736337
2023-12-12 22:02:46.595634,41272.01,-1.1970623549859738,-0.6061403364854736,-0.5909220185005002,0.0,False,False,-0.04297545845789397
2023-12-12 22:02:48.318904,41270.25,-1.4732329829785158,-0.7795588657840822,-0.6936741171944336,0.0,False,False,-0.10275209869393342
2023-12-12 22:02:49.581329,41270.01,-1.6919623014109675,-0.9620395529094593,-0.7299227485015082,0.0,False,False,-0.036248631307074564
2023-12-12 22:02:51.279120,41270.01,-1.8440498038689839,-1.1384416031013642,-0.7056082007676197,0.0,False,True,0.024314547733888525
2023-12-12 22:02:52.539048,41270.01,-1.942191866437497,-1.299191655768591,-0.6430002106689061,0.0,False,False,0.06260799009871354
2023-12-12 22:04:24.493673,41352.56,4.588234630035004,-0.12170639860787191,4.709941028642875,97.63453577764624,False,False,5.3529412393117815
2023-12-12 22:04:26.226056,41355.99,9.9259963052682,1.8878341421673424,8.038162163100857,97.72675608092737,False,False,3.3282211344579817
2023-12-12 22:04:27.482832,41356.0,13.9956842695683,4.309404167647535,9.686280101920765,97.7270144334583,False,False,1.648117938819908
2023-12-12 22:04:28.738385,41356.0,17.02469125846983,6.852461585811994,10.172229672657835,99.72167459121191,False,False,0.4859495707370698
2023-12-12 22:04:30.038022,41356.0,19.203831306658685,9.322735529981333,9.881095776677352,100.0,True,False,-0.291133895980483
2023-12-12 22:04:31.313124,41350.33,20.23997999048879,11.506184422082825,8.733795568405966,93.8140955705886,False,False,-1.1473002082713855
2023-12-12 22:04:33.049142,41342.01,20.157418646020233,13.236431266870309,6.920987379149924,86.00720144028952,False,False,-1.8128081892560424
2023-12-12 22:04:34.400495,41342.01,19.863019659373094,14.561748945370868,5.301270714002227,19.736087205979757,False,False,-1.6197166651476973
2023-12-12 22:04:35.677659,41339.94,19.24087777913519,15.497574712123733,3.743303067011457,0.06222775359077559,False,False,-1.55796764699077
2023-12-12 22:04:36.956292,41336.64,18.270927556382958,16.05224528097558,2.218682275407378,0.0,False,False,-1.5246207916040788
2023-12-12 22:04:38.227219,41345.13,17.980044304298644,16.437805085640193,1.5422392186584517,30.484739676834494,False,False,-0.6764430567489264
2023-12-12 22:04:39.500505,41345.13,17.547243530680134,16.65969277464818,0.8875507560319527,30.484739676834494,False,False,-0.654688462626499
2023-12-12 22:04:40.771164,41343.05,16.842260092307697,16.696206238180086,0.14605385412761152,34.99587798845752,False,False,-0.7414969019043411
2023-12-12 22:04:42.043159,41343.06,16.098785773443524,16.576722145232775,-0.4779363717892515,53.29153605014516,False,False,-0.623990225916863
2023-12-12 22:04:43.316004,41346.95,15.643143093162507,16.39000633481872,-0.7468632416562144,62.44959677418783,False,False,-0.2689268698669629
2023-12-12 22:04:44.588887,41347.19,15.127033949436736,16.137411857742325,-1.010377908305589,70.12770682954499,False,False,-0.2635146666493746
2023-12-12 22:04:45.879547,41347.19,14.550287082412979,15.819986902676456,-1.2696998202634777,85.85995921145056,False,False,-0.2593219119578887
2023-12-12 22:04:47.158050,41347.19,13.932604641500802,15.442510450441326,-1.5099058089405233,66.55948553060267,False,False,-0.24020598867704557
2023-12-12 22:04:48.434986,41341.8,12.85991777592426,14.925991915537914,-2.0660741396136544,35.65891472869771,False,False,-0.5561683306731311
2023-12-12 22:04:49.714732,41339.01,11.650377721402037,14.27086907671074,-2.620491355308703,33.60389610389217,False,False,-0.5544172156950484
2023-12-12 22:04:51.447940,41339.0,10.569166821464023,13.530528625661399,-2.9613618041973755,33.52272727274607,False,False,-0.3408704488886727
2023-12-12 22:04:52.701703,41339.01,9.60241563978343,12.744906028485806,-3.1424903887023756,2.962085308139706,False,False,-0.18112858450500013
2023-12-12 22:04:53.972802,41339.01,8.7355602622265,11.943036875233947,-3.2074766130074472,0.12195121953698163,False,False,-0.06498622430507162
2023-12-12 22:04:55.248782,41364.0,9.950353795335104,11.544500259254178,-1.594146463919074,75.32389273877146,False,True,1.6133301490883731
2023-12-12 22:04:56.520546,41369.06,11.192367488853051,11.474073705173954,-0.2817062163209023,78.58823529411156,False,False,1.3124402475981718
2023-12-12 22:04:57.788917,41371.09,12.19984411495534,11.619227787130232,0.5806163278251084,91.97477787330766,False,False,0.8623225441460107
2023-12-12 22:04:59.509514,41379.99,13.560119601337647,12.007406149971716,1.5527134513659302,99.9756097560926,False,False,0.9720971235408218
2023-12-12 22:05:00.785136,41381.09,14.55908051400911,12.517741022779196,2.0413394912299143,100.0,False,False,0.4886260398639841
2023-12-12 22:05:54.363547,41338.01,11.739245553690125,12.362041928961382,-0.6227963752712569,49.412869891967986,True,False,-2.664135866501171
2023-12-12 22:05:55.650732,41338.0,9.395394851977471,11.768712513564601,-2.37331766158713,49.40706821650691,False,False,-1.7505212863158732
2023-12-12 22:05:56.934830,41336.7,7.3482708565934445,10.88462418217037,-3.5363533255769255,27.797657774882296,False,False,-1.1630356639897954
2023-12-12 22:05:58.209366,41334.73,5.5035068048673565,9.808400706709767,-4.30489390184241,20.60284295256116,False,False,-0.7685405762654849
2023-12-12 22:05:59.483458,41334.62,3.986685889074579,8.64405774318273,-4.657371854108151,17.7085177970623,False,False,-0.3524779522657404
2023-12-12 22:06:00.747560,41332.12,2.5534309164213482,7.425932377830454,-4.872501461409105,2.1969243059690484,False,False,-0.21512960730095454
2023-12-12 22:06:02.023584,41332.12,1.4014114259771304,6.2210281874597895,-4.819616761482659,0.0,False,True,0.05288469992644629
